X merges:
23,0,1,0.2391304347826087,9,92,22
23,1,1,0.21739130434782608,9,92,20
24,0,1,0.19791666666666666,9,96,19
24,1,1,0.19791666666666666,9,96,19
24,2,1,0.19791666666666666,9,96,19
24,3,1,0.19791666666666666,9,96,19
24,4,1,0.16666666666666666,9,96,16
24,5,1,0.16666666666666666,9,96,16
63,0,1,0.23412698412698413,11,252,59
63,1,1,0.23412698412698413,11,252,59
63,2,1,0.25,11,252,63
63,3,1,0.24603174603174602,11,252,62
63,4,2,0.626984126984127,11,252,158
63,5,1,0.23412698412698413,11,252,59
63,6,2,0.626984126984127,11,252,158
90,0,1,0.21388888888888888,9,360,77
90,1,2,0.5611111111111111,9,360,202
90,2,1,0.20833333333333334,9,360,75
90,3,1,0.17777777777777778,9,360,64
90,4,1,0.21944444444444444,9,360,79
90,5,1,0.15833333333333333,9,360,57
90,6,1,0.15555555555555556,9,360,56
127,0,1,0.23228346456692914,11,508,118
127,1,1,0.24015748031496062,11,508,122
127,2,1,0.2440944881889764,11,508,124
127,3,1,0.24015748031496062,11,508,122
127,4,1,0.22440944881889763,11,508,114
127,5,1,0.23818897637795275,11,508,121
127,6,1,0.23622047244094488,11,508,120
